SUID;adjustedPValue_Bingo-astrocytoma-unique;description_Bingo-astrocytoma-unique;N_Bingo-astrocytoma-unique;name;nn_Bingo-astrocytoma-unique;nodeFillColor_Bingo-astrocytoma-unique;nodeFontSize_Bingo-astrocytoma-unique;nodeSize_Bingo-astrocytoma-unique;nodeType_Bingo-astrocytoma-unique;pValue_Bingo-astrocytoma-unique;selected;shared name;X_Bingo-astrocytoma-unique;xx_Bingo-astrocytoma-unique
150940;1.63E-01;mRNA transcription;14306;9299;6;0.787097939;14;2;ellipse;8.76E-02;false;9299;217;1
150961;1.63E-01;prostate glandular acinus morphogenesis;14306;60526;6;0.787097939;14;2;ellipse;8.76E-02;false;60526;217;1
151002;1.63E-01;regulation of T-helper 1 cell differentiation;14306;45625;6;0.787097939;14;2;ellipse;8.76E-02;false;45625;217;1
151091;1.63E-01;negative regulation of JAK-STAT cascade;14306;46426;6;0.787097939;14;2;ellipse;8.76E-02;false;46426;217;1
151269;1.63E-01;centriole replication;14306;7099;6;0.787097939;14;2;ellipse;8.76E-02;false;7099;217;1
151285;1.63E-01;regulation of T-helper 2 cell differentiation;14306;45628;6;0.787097939;14;2;ellipse;8.76E-02;false;45628;217;1
151338;1.63E-01;poly(A)+ mRNA export from nucleus;14306;16973;6;0.787097939;14;2;ellipse;8.76E-02;false;16973;217;1
151371;1.63E-01;regulation of branching involved in prostate gland morphogenesis;14306;60687;6;0.787097939;14;2;ellipse;8.76E-02;false;60687;217;1
151378;1.63E-01;positive regulation of leukocyte degranulation;14306;43302;6;0.787097939;14;2;ellipse;8.76E-02;false;43302;217;1
151531;1.63E-01;regulation of transcription in response to stress;14306;43620;6;0.787097939;14;2;ellipse;8.76E-02;false;43620;217;1
151598;1.63E-01;triglyceride mobilization;14306;6642;6;0.787097939;14;2;ellipse;8.76E-02;false;6642;217;1
151742;1.63E-01;positive regulation of muscle organ development;14306;48636;6;0.787097939;14;2;ellipse;8.76E-02;false;48636;217;1
151743;1.63E-01;positive regulation of striated muscle tissue development;14306;45844;6;0.787097939;14;2;ellipse;8.76E-02;false;45844;217;1
151908;1.63E-01;glial cell migration;14306;8347;6;0.787097939;14;2;ellipse;8.76E-02;false;8347;217;1
152037;1.63E-01;striated muscle adaptation;14306;14888;6;0.787097939;14;2;ellipse;8.76E-02;false;14888;217;1
152214;1.63E-01;negative regulation of erythrocyte differentiation;14306;45647;6;0.787097939;14;2;ellipse;8.76E-02;false;45647;217;1
152220;1.63E-01;cellular response to oxygen levels;14306;71453;6;0.787097939;14;2;ellipse;8.76E-02;false;71453;217;1
152268;1.63E-01;mammary gland branching involved in pregnancy;14306;60745;6;0.787097939;14;2;ellipse;8.76E-02;false;60745;217;1
152274;1.63E-01;phospholipid dephosphorylation;14306;46839;6;0.787097939;14;2;ellipse;8.76E-02;false;46839;217;1
152491;1.63E-01;regulation of dephosphorylation;14306;35303;32;0.787097939;14;2.828427125;ellipse;8.44E-02;false;35303;217;2
152624;1.63E-01;cellular response to hypoxia;14306;71456;6;0.787097939;14;2;ellipse;8.76E-02;false;71456;217;1
152696;1.63E-01;DNA dealkylation involved in DNA repair;14306;6307;6;0.787097939;14;2;ellipse;8.76E-02;false;6307;217;1
153169;1.63E-01;ensheathment of axons in the peripheral nervous system;14306;32292;6;0.787097939;14;2;ellipse;8.76E-02;false;32292;217;1
153226;1.63E-01;peptide cross-linking via chondroitin 4-sulfate glycosaminoglycan;14306;19800;6;0.787097939;14;2;ellipse;8.76E-02;false;19800;217;1
153240;1.63E-01;DNA dealkylation;14306;35510;6;0.787097939;14;2;ellipse;8.76E-02;false;35510;217;1
153334;1.63E-01;positive regulation of mast cell degranulation;14306;43306;6;0.787097939;14;2;ellipse;8.76E-02;false;43306;217;1
153354;1.63E-01;cardiac muscle tissue growth;14306;55017;6;0.787097939;14;2;ellipse;8.76E-02;false;55017;217;1
153541;1.63E-01;positive regulation of interleukin-6 biosynthetic process;14306;45410;6;0.787097939;14;2;ellipse;8.76E-02;false;45410;217;1
153710;1.63E-01;leukocyte tethering or rolling;14306;50901;6;0.787097939;14;2;ellipse;8.76E-02;false;50901;217;1
154088;1.63E-01;ectoderm development;14306;7398;202;0.787097939;14;4.898979486;ellipse;8.75E-02;false;7398;217;6
154281;1.63E-01;SMAD protein nuclear translocation;14306;7184;6;0.787097939;14;2;ellipse;8.76E-02;false;7184;217;1
154335;1.63E-01;cardiac muscle fiber development;14306;48739;6;0.787097939;14;2;ellipse;8.76E-02;false;48739;217;1
154545;1.63E-01;protein palmitoylation;14306;18345;6;0.787097939;14;2;ellipse;8.76E-02;false;18345;217;1
154730;1.63E-01;endoplasmic reticulum calcium ion homeostasis;14306;32469;6;0.787097939;14;2;ellipse;8.76E-02;false;32469;217;1
155279;1.63E-01;TOR signaling cascade;14306;31929;6;0.787097939;14;2;ellipse;8.76E-02;false;31929;217;1
148492;1.65E-01;regulation of transmembrane transporter activity;14306;22898;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;22898;217;2
149045;1.65E-01;regulation of epithelial cell differentiation;14306;30856;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;30856;217;2
150221;1.65E-01;fibroblast growth factor receptor signaling pathway;14306;8543;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;8543;217;2
150646;1.65E-01;associative learning;14306;8306;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;8306;217;2
151355;1.65E-01;microtubule organizing center organization;14306;31023;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;31023;217;2
152468;1.65E-01;negative regulation of MAPKKK cascade;14306;43409;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;43409;217;2
152982;1.65E-01;positive regulation of DNA replication;14306;45740;33;0.782540754;14;2.828427125;ellipse;8.90E-02;false;45740;217;2
150511;1.72E-01;learning or memory;14306;7611;113;0.763718284;14;4;ellipse;9.30E-02;false;7611;217;4
153111;1.72E-01;endosome transport;14306;16197;71;0.763591222;14;3.464101615;ellipse;9.31E-02;false;16197;217;3
149433;1.73E-01;cerebral cortex development;14306;21987;34;0.762301605;14;2.828427125;ellipse;9.37E-02;false;21987;217;2
150260;1.73E-01;mRNA export from nucleus;14306;6406;34;0.762301605;14;2.828427125;ellipse;9.37E-02;false;6406;217;2
150399;1.73E-01;lens development in camera-type eye;14306;2088;34;0.762301605;14;2.828427125;ellipse;9.37E-02;false;2088;217;2
151094;1.73E-01;synapse assembly;14306;7416;34;0.762301605;14;2.828427125;ellipse;9.37E-02;false;7416;217;2
148389;1.76E-01;polysaccharide metabolic process;14306;5976;114;0.754996728;14;4;ellipse;9.53E-02;false;5976;217;4
153337;1.77E-01;regulation of endocytosis;14306;30100;72;0.751634385;14;3.464101615;ellipse;9.61E-02;false;30100;217;3
148401;1.81E-01;protein sumoylation;14306;16925;7;0.742912992;14;2;ellipse;1.01E-01;false;16925;217;1
148410;1.81E-01;inner ear receptor stereocilium organization;14306;60122;7;0.742912992;14;2;ellipse;1.01E-01;false;60122;217;1
148587;1.81E-01;behavior;14306;7610;466;0.742912992;14;6.633249581;ellipse;9.83E-02;false;7610;217;11
148658;1.81E-01;regulation of retinal cell programmed cell death;14306;46668;7;0.742912992;14;2;ellipse;1.01E-01;false;46668;217;1
148906;1.81E-01;regulation of neuron projection regeneration;14306;70570;7;0.742912992;14;2;ellipse;1.01E-01;false;70570;217;1
148923;1.81E-01;positive regulation of protein tyrosine kinase activity;14306;61098;7;0.742912992;14;2;ellipse;1.01E-01;false;61098;217;1
148958;1.81E-01;negative regulation of response to biotic stimulus;14306;2832;7;0.742912992;14;2;ellipse;1.01E-01;false;2832;217;1
149205;1.81E-01;S phase of mitotic cell cycle;14306;84;7;0.742912992;14;2;ellipse;1.01E-01;false;84;217;1
149392;1.81E-01;cerebral cortex radially oriented cell migration;14306;21799;7;0.742912992;14;2;ellipse;1.01E-01;false;21799;217;1
149563;1.81E-01;cellular response to oxygen radical;14306;71450;7;0.742912992;14;2;ellipse;1.01E-01;false;71450;217;1
149564;1.81E-01;cellular response to superoxide;14306;71451;7;0.742912992;14;2;ellipse;1.01E-01;false;71451;217;1
149589;1.81E-01;negative regulation of fatty acid biosynthetic process;14306;45717;7;0.742912992;14;2;ellipse;1.01E-01;false;45717;217;1
149653;1.81E-01;regulation of helicase activity;14306;51095;7;0.742912992;14;2;ellipse;1.01E-01;false;51095;217;1
149689;1.81E-01;citrate metabolic process;14306;6101;7;0.742912992;14;2;ellipse;1.01E-01;false;6101;217;1
149758;1.81E-01;dopamine biosynthetic process;14306;42416;7;0.742912992;14;2;ellipse;1.01E-01;false;42416;217;1
149805;1.81E-01;ectodermal placode formation;14306;60788;7;0.742912992;14;2;ellipse;1.01E-01;false;60788;217;1
149998;1.81E-01;negative regulation of multicellular organism growth;14306;40015;7;0.742912992;14;2;ellipse;1.01E-01;false;40015;217;1
150091;1.81E-01;suckling behavior;14306;1967;7;0.742912992;14;2;ellipse;1.01E-01;false;1967;217;1
150319;1.81E-01;antigen receptor-mediated signaling pathway;14306;50851;35;0.742912992;14;2.828427125;ellipse;9.84E-02;false;50851;217;2
150455;1.81E-01;receptor clustering;14306;43113;7;0.742912992;14;2;ellipse;1.01E-01;false;43113;217;1
150538;1.81E-01;heart growth;14306;60419;7;0.742912992;14;2;ellipse;1.01E-01;false;60419;217;1
150601;1.81E-01;dichotomous subdivision of an epithelial terminal unit;14306;60600;7;0.742912992;14;2;ellipse;1.01E-01;false;60600;217;1
150620;1.81E-01;regulation of B cell apoptosis;14306;2902;7;0.742912992;14;2;ellipse;1.01E-01;false;2902;217;1
150683;1.81E-01;regulation of axon regeneration;14306;48679;7;0.742912992;14;2;ellipse;1.01E-01;false;48679;217;1
151161;1.81E-01;removal of superoxide radicals;14306;19430;7;0.742912992;14;2;ellipse;1.01E-01;false;19430;217;1
151435;1.81E-01;cell aging;14306;7569;35;0.742912992;14;2.828427125;ellipse;9.84E-02;false;7569;217;2
151764;1.81E-01;protein targeting to lysosome;14306;6622;7;0.742912992;14;2;ellipse;1.01E-01;false;6622;217;1
151809;1.81E-01;chromatin disassembly;14306;31498;7;0.742912992;14;2;ellipse;1.01E-01;false;31498;217;1
151870;1.81E-01;regulation of proton transport;14306;10155;7;0.742912992;14;2;ellipse;1.01E-01;false;10155;217;1
151873;1.81E-01;response to cortisol stimulus;14306;51414;7;0.742912992;14;2;ellipse;1.01E-01;false;51414;217;1
151918;1.81E-01;DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest;14306;6977;7;0.742912992;14;2;ellipse;1.01E-01;false;6977;217;1
152062;1.81E-01;ectodermal placode development;14306;71696;7;0.742912992;14;2;ellipse;1.01E-01;false;71696;217;1
152063;1.81E-01;ectodermal placode morphogenesis;14306;71697;7;0.742912992;14;2;ellipse;1.01E-01;false;71697;217;1
152073;1.81E-01;positive regulation of interleukin-12 biosynthetic process;14306;45084;7;0.742912992;14;2;ellipse;1.01E-01;false;45084;217;1
152279;1.81E-01;nucleosome disassembly;14306;6337;7;0.742912992;14;2;ellipse;1.01E-01;false;6337;217;1
152532;1.81E-01;regulation of cytokinesis;14306;32465;7;0.742912992;14;2;ellipse;1.01E-01;false;32465;217;1
152824;1.81E-01;protein targeting to vacuole;14306;6623;7;0.742912992;14;2;ellipse;1.01E-01;false;6623;217;1
152964;1.81E-01;retina homeostasis;14306;1895;7;0.742912992;14;2;ellipse;1.01E-01;false;1895;217;1
153027;1.81E-01;response to cholesterol;14306;70723;7;0.742912992;14;2;ellipse;1.01E-01;false;70723;217;1
153109;1.81E-01;regulation of hydrogen peroxide metabolic process;14306;10310;7;0.742912992;14;2;ellipse;1.01E-01;false;10310;217;1
153234;1.81E-01;G2 phase;14306;51319;7;0.742912992;14;2;ellipse;1.01E-01;false;51319;217;1
153235;1.81E-01;G2 phase of mitotic cell cycle;14306;85;7;0.742912992;14;2;ellipse;1.01E-01;false;85;217;1
153602;1.81E-01;detection of mechanical stimulus involved in sensory perception of sound;14306;50910;7;0.742912992;14;2;ellipse;1.01E-01;false;50910;217;1
153700;1.81E-01;regulation of centrosome duplication;14306;10824;7;0.742912992;14;2;ellipse;1.01E-01;false;10824;217;1
153729;1.81E-01;glucocorticoid receptor signaling pathway;14306;42921;7;0.742912992;14;2;ellipse;1.01E-01;false;42921;217;1
154156;1.81E-01;protein-DNA complex disassembly;14306;32986;7;0.742912992;14;2;ellipse;1.01E-01;false;32986;217;1
154470;1.81E-01;chronic inflammatory response;14306;2544;7;0.742912992;14;2;ellipse;1.01E-01;false;2544;217;1
154880;1.81E-01;protein K6-linked ubiquitination;14306;85020;7;0.742912992;14;2;ellipse;1.01E-01;false;85020;217;1
148546;1.82E-01;regulation of JNK cascade;14306;46328;74;0.740099772;14;3.464101615;ellipse;1.02E-01;false;46328;217;3
151474;1.82E-01;eye morphogenesis;14306;48592;74;0.740099772;14;3.464101615;ellipse;1.02E-01;false;48592;217;3
151130;1.83E-01;intracellular protein transport;14306;6886;364;0.737840545;14;6;ellipse;1.03E-01;false;6886;217;9
151205;1.83E-01;response to osmotic stress;14306;6970;36;0.737840545;14;2.828427125;ellipse;1.03E-01;false;6970;217;2
151644;1.83E-01;glycogen metabolic process;14306;5977;36;0.737840545;14;2.828427125;ellipse;1.03E-01;false;5977;217;2
153295;1.83E-01;insulin receptor signaling pathway;14306;8286;36;0.737840545;14;2.828427125;ellipse;1.03E-01;false;8286;217;2
154057;1.83E-01;organ regeneration;14306;31100;36;0.737840545;14;2.828427125;ellipse;1.03E-01;false;31100;217;2
150639;1.86E-01;skeletal system morphogenesis;14306;48705;118;0.731401042;14;4;ellipse;1.05E-01;false;48705;217;4
152360;1.87E-01;mitochondrial transport;14306;6839;75;0.729112818;14;3.464101615;ellipse;1.05E-01;false;6839;217;3
149656;1.91E-01;positive regulation of proteolysis;14306;45862;37;0.719997243;14;2.828427125;ellipse;1.08E-01;false;45862;217;2
151637;1.91E-01;cellular glucan metabolic process;14306;6073;37;0.719997243;14;2.828427125;ellipse;1.08E-01;false;6073;217;2
152075;1.91E-01;lymphocyte proliferation;14306;46651;37;0.719997243;14;2.828427125;ellipse;1.08E-01;false;46651;217;2
152797;1.91E-01;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;14306;90100;37;0.719997243;14;2.828427125;ellipse;1.08E-01;false;90100;217;2
153428;1.91E-01;glucan metabolic process;14306;44042;37;0.719997243;14;2.828427125;ellipse;1.08E-01;false;44042;217;2
149221;1.91E-01;development of primary male sexual characteristics;14306;46546;76;0.718349492;14;3.464101615;ellipse;1.09E-01;false;46546;217;3
152793;1.91E-01;cellular response to nutrient levels;14306;31669;76;0.718349492;14;3.464101615;ellipse;1.09E-01;false;31669;217;3
148409;1.96E-01;inner ear receptor cell development;14306;60119;8;0.708861647;14;2;ellipse;1.15E-01;false;60119;217;1
148469;1.96E-01;development of secondary female sexual characteristics;14306;46543;8;0.708861647;14;2;ellipse;1.15E-01;false;46543;217;1
148570;1.96E-01;negative regulation of calcium ion transport via voltage-gated calcium channel activity;14306;51927;8;0.708861647;14;2;ellipse;1.15E-01;false;51927;217;1
148767;1.96E-01;regulation of interleukin-12 biosynthetic process;14306;45075;8;0.708861647;14;2;ellipse;1.15E-01;false;45075;217;1
148952;1.96E-01;taxis;14306;42330;169;0.708861647;14;4.472135955;ellipse;1.15E-01;false;42330;217;5
148960;1.96E-01;positive regulation of mast cell activation;14306;33005;8;0.708861647;14;2;ellipse;1.15E-01;false;33005;217;1
149180;1.96E-01;positive regulation of Notch signaling pathway;14306;45747;8;0.708861647;14;2;ellipse;1.15E-01;false;45747;217;1
149362;1.96E-01;positive regulation of JUN kinase activity;14306;43507;38;0.708861647;14;2.828427125;ellipse;1.13E-01;false;43507;217;2
149371;1.96E-01;regulation of growth hormone secretion;14306;60123;8;0.708861647;14;2;ellipse;1.15E-01;false;60123;217;1
149642;1.96E-01;negative regulation of signal transduction;14306;9968;121;0.708861647;14;4;ellipse;1.12E-01;false;9968;217;4
149708;1.96E-01;microtubule polymerization or depolymerization;14306;31109;8;0.708861647;14;2;ellipse;1.15E-01;false;31109;217;1
149733;1.96E-01;positive regulation of cardiac muscle cell proliferation;14306;60045;8;0.708861647;14;2;ellipse;1.15E-01;false;60045;217;1
149889;1.96E-01;astrocyte development;14306;14002;8;0.708861647;14;2;ellipse;1.15E-01;false;14002;217;1
149929;1.96E-01;negative regulation of bone resorption;14306;45779;8;0.708861647;14;2;ellipse;1.15E-01;false;45779;217;1
150037;1.96E-01;post-embryonic organ development;14306;48569;8;0.708861647;14;2;ellipse;1.15E-01;false;48569;217;1
150087;1.96E-01;positive regulation of fat cell differentiation;14306;45600;8;0.708861647;14;2;ellipse;1.15E-01;false;45600;217;1
150152;1.96E-01;hydrogen peroxide biosynthetic process;14306;50665;8;0.708861647;14;2;ellipse;1.15E-01;false;50665;217;1
150160;1.96E-01;myeloid leukocyte differentiation;14306;2573;38;0.708861647;14;2.828427125;ellipse;1.13E-01;false;2573;217;2
150303;1.96E-01;positive regulation of natural killer cell activation;14306;32816;8;0.708861647;14;2;ellipse;1.15E-01;false;32816;217;1
150493;1.96E-01;regulation of astrocyte differentiation;14306;48710;8;0.708861647;14;2;ellipse;1.15E-01;false;48710;217;1
150577;1.96E-01;positive regulation of endocytosis;14306;45807;38;0.708861647;14;2.828427125;ellipse;1.13E-01;false;45807;217;2
150616;1.96E-01;negative regulation of protein kinase B signaling cascade;14306;51898;8;0.708861647;14;2;ellipse;1.15E-01;false;51898;217;1
150694;1.96E-01;muscle cell proliferation;14306;33002;8;0.708861647;14;2;ellipse;1.15E-01;false;33002;217;1
150745;1.96E-01;heart trabecula formation;14306;60347;8;0.708861647;14;2;ellipse;1.15E-01;false;60347;217;1
150872;1.96E-01;chemotaxis;14306;6935;169;0.708861647;14;4.472135955;ellipse;1.15E-01;false;6935;217;5
150998;1.96E-01;equilibrioception;14306;50957;8;0.708861647;14;2;ellipse;1.15E-01;false;50957;217;1
151194;1.96E-01;cellular response to reactive oxygen species;14306;34614;38;0.708861647;14;2.828427125;ellipse;1.13E-01;false;34614;217;2
151483;1.96E-01;regulation of kidney development;14306;90183;8;0.708861647;14;2;ellipse;1.15E-01;false;90183;217;1
151542;1.96E-01;regulation of androgen receptor signaling pathway;14306;60765;8;0.708861647;14;2;ellipse;1.15E-01;false;60765;217;1
151692;1.96E-01;regulation of T-helper 1 type immune response;14306;2825;8;0.708861647;14;2;ellipse;1.15E-01;false;2825;217;1
151936;1.96E-01;forebrain morphogenesis;14306;48853;8;0.708861647;14;2;ellipse;1.15E-01;false;48853;217;1
152120;1.96E-01;diencephalon development;14306;21536;38;0.708861647;14;2.828427125;ellipse;1.13E-01;false;21536;217;2
152179;1.96E-01;response to carbohydrate stimulus;14306;9743;78;0.708861647;14;3.464101615;ellipse;1.15E-01;false;9743;217;3
152189;1.96E-01;regulation of retinoic acid receptor signaling pathway;14306;48385;8;0.708861647;14;2;ellipse;1.15E-01;false;48385;217;1
152428;1.96E-01;positive regulation of cell cycle arrest;14306;71158;8;0.708861647;14;2;ellipse;1.15E-01;false;71158;217;1
152514;1.96E-01;actin filament organization;14306;7015;77;0.708861647;14;3.464101615;ellipse;1.12E-01;false;7015;217;3
152567;1.96E-01;response to UV-B;14306;10224;8;0.708861647;14;2;ellipse;1.15E-01;false;10224;217;1
152603;1.96E-01;behavioral response to cocaine;14306;48148;8;0.708861647;14;2;ellipse;1.15E-01;false;48148;217;1
152842;1.96E-01;glial cell fate commitment;14306;21781;8;0.708861647;14;2;ellipse;1.15E-01;false;21781;217;1
152886;1.96E-01;developmental programmed cell death;14306;10623;8;0.708861647;14;2;ellipse;1.15E-01;false;10623;217;1
152889;1.96E-01;protein autoprocessing;14306;16540;8;0.708861647;14;2;ellipse;1.15E-01;false;16540;217;1
152896;1.96E-01;regulation of protein homodimerization activity;14306;43496;8;0.708861647;14;2;ellipse;1.15E-01;false;43496;217;1
153055;1.96E-01;regulation of centrosome cycle;14306;46605;8;0.708861647;14;2;ellipse;1.15E-01;false;46605;217;1
153085;1.96E-01;S phase;14306;51320;8;0.708861647;14;2;ellipse;1.15E-01;false;51320;217;1
153137;1.96E-01;positive regulation of neuroblast proliferation;14306;2052;8;0.708861647;14;2;ellipse;1.15E-01;false;2052;217;1
153391;1.96E-01;corticosteroid receptor signaling pathway;14306;31958;8;0.708861647;14;2;ellipse;1.15E-01;false;31958;217;1
153415;1.96E-01;activation of caspase activity by cytochrome c;14306;8635;8;0.708861647;14;2;ellipse;1.15E-01;false;8635;217;1
153579;1.96E-01;positive regulation of chondrocyte differentiation;14306;32332;8;0.708861647;14;2;ellipse;1.15E-01;false;32332;217;1
153663;1.96E-01;negative regulation of bone remodeling;14306;46851;8;0.708861647;14;2;ellipse;1.15E-01;false;46851;217;1
153762;1.96E-01;histone H2B ubiquitination;14306;33523;8;0.708861647;14;2;ellipse;1.15E-01;false;33523;217;1
154017;1.96E-01;neurofilament cytoskeleton organization;14306;60052;8;0.708861647;14;2;ellipse;1.15E-01;false;60052;217;1
154238;1.96E-01;nuclear import;14306;51170;77;0.708861647;14;3.464101615;ellipse;1.12E-01;false;51170;217;3
154276;1.96E-01;cell adhesion mediated by integrin;14306;33627;8;0.708861647;14;2;ellipse;1.15E-01;false;33627;217;1
154576;1.96E-01;ionotropic glutamate receptor signaling pathway;14306;35235;8;0.708861647;14;2;ellipse;1.15E-01;false;35235;217;1
149609;1.98E-01;regulation of neuron differentiation;14306;45664;170;0.702697312;14;4.472135955;ellipse;1.17E-01;false;45664;217;5
152225;1.99E-01;negative regulation of signaling process;14306;23057;123;0.70166514;14;4;ellipse;1.17E-01;false;23057;217;4
148382;1.99E-01;regulation of muscle cell differentiation;14306;51147;39;0.700216049;14;2.828427125;ellipse;1.18E-01;false;51147;217;2
149874;1.99E-01;regulation of transmembrane transport;14306;34762;39;0.700216049;14;2.828427125;ellipse;1.18E-01;false;34762;217;2
150758;1.99E-01;protein stabilization;14306;50821;39;0.700216049;14;2.828427125;ellipse;1.18E-01;false;50821;217;2
152571;1.99E-01;mononuclear cell proliferation;14306;32943;39;0.700216049;14;2.828427125;ellipse;1.18E-01;false;32943;217;2
148912;2.06E-01;membrane invagination;14306;10324;222;0.685284453;14;4.898979486;ellipse;1.22E-01;false;10324;217;6
150699;2.06E-01;endocytosis;14306;6897;222;0.685284453;14;4.898979486;ellipse;1.22E-01;false;6897;217;6
151470;2.06E-01;locomotory behavior;14306;7626;273;0.685284453;14;5.291502622;ellipse;1.22E-01;false;7626;217;7
148648;2.07E-01;negative regulation of lipid metabolic process;14306;45833;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;45833;217;2
148709;2.07E-01;regulation of transcription factor import into nucleus;14306;42990;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;42990;217;2
149443;2.07E-01;peripheral nervous system development;14306;7422;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;7422;217;2
150579;2.07E-01;androgen receptor signaling pathway;14306;30521;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;30521;217;2
152570;2.07E-01;leukocyte proliferation;14306;70661;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;70661;217;2
153369;2.07E-01;establishment of protein localization;14306;45184;767;0.684974876;14;8;ellipse;1.23E-01;false;45184;217;16
154118;2.07E-01;nucleic acid phosphodiester bond hydrolysis;14306;90305;40;0.684974876;14;2.828427125;ellipse;1.23E-01;false;90305;217;2
150227;2.07E-01;cellular protein localization;14306;34613;433;0.683014522;14;6.32455532;ellipse;1.24E-01;false;34613;217;10
148418;2.10E-01;development of secondary sexual characteristics;14306;45136;9;0.677653953;14;2;ellipse;1.29E-01;false;45136;217;1
148557;2.10E-01;regulation of blood vessel size;14306;50880;41;0.677653953;14;2.828427125;ellipse;1.28E-01;false;50880;217;2
148821;2.10E-01;regulation of interleukin-4 production;14306;32673;9;0.677653953;14;2;ellipse;1.29E-01;false;32673;217;1
148858;2.10E-01;cellular macromolecule localization;14306;70727;436;0.677653953;14;6.32455532;ellipse;1.28E-01;false;70727;217;10
148973;2.10E-01;positive regulation of epidermis development;14306;45684;9;0.677653953;14;2;ellipse;1.29E-01;false;45684;217;1
148980;2.10E-01;cellular amino acid derivative metabolic process;14306;6575;174;0.677653953;14;4.472135955;ellipse;1.25E-01;false;6575;217;5
149057;2.10E-01;myeloid dendritic cell differentiation;14306;43011;9;0.677653953;14;2;ellipse;1.29E-01;false;43011;217;1
149062;2.10E-01;regulation of mast cell activation involved in immune response;14306;33006;9;0.677653953;14;2;ellipse;1.29E-01;false;33006;217;1
149260;2.10E-01;regulation of natural killer cell activation;14306;32814;9;0.677653953;14;2;ellipse;1.29E-01;false;32814;217;1
149535;2.10E-01;negative regulation of axon extension;14306;30517;9;0.677653953;14;2;ellipse;1.29E-01;false;30517;217;1
149686;2.10E-01;regulation of heart contraction;14306;8016;82;0.677653953;14;3.464101615;ellipse;1.28E-01;false;8016;217;3
150182;2.10E-01;negative regulation of NF-kappaB import into nucleus;14306;42347;9;0.677653953;14;2;ellipse;1.29E-01;false;42347;217;1
150332;2.10E-01;regulation of immunoglobulin secretion;14306;51023;9;0.677653953;14;2;ellipse;1.29E-01;false;51023;217;1
150563;2.10E-01;negative regulation of S phase of mitotic cell cycle;14306;45749;9;0.677653953;14;2;ellipse;1.29E-01;false;45749;217;1
150597;2.10E-01;immune response-activating cell surface receptor signaling pathway;14306;2429;41;0.677653953;14;2.828427125;ellipse;1.28E-01;false;2429;217;2
150915;2.10E-01;regulation of fever;14306;31620;9;0.677653953;14;2;ellipse;1.29E-01;false;31620;217;1
150916;2.10E-01;positive regulation of fever;14306;31622;9;0.677653953;14;2;ellipse;1.29E-01;false;31622;217;1
150943;2.10E-01;creatine metabolic process;14306;6600;9;0.677653953;14;2;ellipse;1.29E-01;false;6600;217;1
151018;2.10E-01;axonal fasciculation;14306;7413;9;0.677653953;14;2;ellipse;1.29E-01;false;7413;217;1
151146;2.10E-01;adenohypophysis development;14306;21984;9;0.677653953;14;2;ellipse;1.29E-01;false;21984;217;1
151230;2.10E-01;positive regulation of phosphatase activity;14306;10922;9;0.677653953;14;2;ellipse;1.29E-01;false;10922;217;1
151301;2.10E-01;lipoprotein transport;14306;42953;9;0.677653953;14;2;ellipse;1.29E-01;false;42953;217;1
151315;2.10E-01;synaptic transmission, dopaminergic;14306;1963;9;0.677653953;14;2;ellipse;1.29E-01;false;1963;217;1
151322;2.10E-01;regulation of cardiac muscle hypertrophy;14306;10611;9;0.677653953;14;2;ellipse;1.29E-01;false;10611;217;1
151751;2.10E-01;phosphagen metabolic process;14306;6599;9;0.677653953;14;2;ellipse;1.29E-01;false;6599;217;1
151811;2.10E-01;regulation of ERK1 and ERK2 cascade;14306;70372;41;0.677653953;14;2.828427125;ellipse;1.28E-01;false;70372;217;2
151854;2.10E-01;negative regulation of ERK1 and ERK2 cascade;14306;70373;9;0.677653953;14;2;ellipse;1.29E-01;false;70373;217;1
152525;2.10E-01;cellular copper ion homeostasis;14306;6878;9;0.677653953;14;2;ellipse;1.29E-01;false;6878;217;1
152846;2.10E-01;regulation of mast cell degranulation;14306;43304;9;0.677653953;14;2;ellipse;1.29E-01;false;43304;217;1
153220;2.10E-01;regulation of tube size;14306;35150;41;0.677653953;14;2.828427125;ellipse;1.28E-01;false;35150;217;2
153248;2.10E-01;negative regulation of tissue remodeling;14306;34104;9;0.677653953;14;2;ellipse;1.29E-01;false;34104;217;1
153433;2.10E-01;B cell homeostasis;14306;1782;9;0.677653953;14;2;ellipse;1.29E-01;false;1782;217;1
153461;2.10E-01;negative regulation of fibroblast proliferation;14306;48147;9;0.677653953;14;2;ellipse;1.29E-01;false;48147;217;1
